original_filename	new_filename	item_id	canonical_name	status	kind
769.png	0769_Salamencite.png	769	Salamencite	canonical	Pokemon item
770.png	0770_Beedrillite.png	770	Beedrillite	canonical	Pokemon item
771.png	0771_Meteorite.png	771	Meteorite	canonical	Pokemon item
772.png	0772_Meteorite.png	772	Meteorite	canonical	Pokemon item
773.png	0773_Key_Stone.png	773	Key Stone	canonical	Pokemon item
774.png	0774_Meteorite_Shard.png	774	Meteorite Shard	canonical	Pokemon item
775.png	0775_Eon_Flute.png	775	Eon Flute	canonical	Pokemon item
776.png	0776_Normalium_Z.png	776	Normalium Z	canonical	Pokemon item
777.png	0777_Firium_Z.png	777	Firium Z	canonical	Pokemon item
778.png	0778_Waterium_Z.png	778	Waterium Z	canonical	Pokemon item
779.png	0779_Electrium_Z.png	779	Electrium Z	canonical	Pokemon item
780.png	0780_Grassium_Z.png	780	Grassium Z	canonical	Pokemon item
781.png	0781_Icium_Z.png	781	Icium Z	canonical	Pokemon item
782.png	0782_Fightinium_Z.png	782	Fightinium Z	canonical	Pokemon item
783.png	0783_Poisonium_Z.png	783	Poisonium Z	canonical	Pokemon item
784.png	0784_Groundium_Z.png	784	Groundium Z	canonical	Pokemon item
785.png	0785_Flyinium_Z.png	785	Flyinium Z	canonical	Pokemon item
786.png	0786_Psychium_Z.png	786	Psychium Z	canonical	Pokemon item
787.png	0787_Buginium_Z.png	787	Buginium Z	canonical	Pokemon item
788.png	0788_Rockium_Z.png	788	Rockium Z	canonical	Pokemon item
789.png	0789_Ghostium_Z.png	789	Ghostium Z	canonical	Pokemon item
790.png	0790_Dragonium_Z.png	790	Dragonium Z	canonical	Pokemon item
791.png	0791_Darkinium_Z.png	791	Darkinium Z	canonical	Pokemon item
792.png	0792_Steelium_Z.png	792	Steelium Z	canonical	Pokemon item
793.png	0793_Fairium_Z.png	793	Fairium Z	canonical	Pokemon item
794.png	0794_Pikanium_Z.png	794	Pikanium Z	canonical	Pokemon item
795.png	0795_Bottle_Cap.png	795	Bottle Cap	canonical	Pokemon item
796.png	0796_Gold_Bottle_Cap.png	796	Gold Bottle Cap	canonical	Pokemon item
797.png	0797_Z-Ring.png	797	Z-Ring	canonical	Pokemon item
798.png	0798_Decidium_Z.png	798	Decidium Z	canonical	Pokemon item
799.png	0799_Incinium_Z.png	799	Incinium Z	canonical	Pokemon item
800.png	0800_Primarium_Z.png	800	Primarium Z	canonical	Pokemon item
801.png	0801_Tapunium_Z.png	801	Tapunium Z	canonical	Pokemon item
802.png	0802_Marshadium_Z.png	802	Marshadium Z	canonical	Pokemon item
803.png	0803_Aloraichium_Z.png	803	Aloraichium Z	canonical	Pokemon item
804.png	0804_Snorlium_Z.png	804	Snorlium Z	canonical	Pokemon item
805.png	0805_Eevium_Z.png	805	Eevium Z	canonical	Pokemon item
806.png	0806_Mewnium_Z.png	806	Mewnium Z	canonical	Pokemon item
807.png	0807_Normalium_Z.png	807	Normalium Z	canonical	Pokemon item
808.png	0808_Firium_Z.png	808	Firium Z	canonical	Pokemon item
809.png	0809_Waterium_Z.png	809	Waterium Z	canonical	Pokemon item
810.png	0810_Electrium_Z.png	810	Electrium Z	canonical	Pokemon item
811.png	0811_Grassium_Z.png	811	Grassium Z	canonical	Pokemon item
812.png	0812_Icium_Z.png	812	Icium Z	canonical	Pokemon item
813.png	0813_Fightinium_Z.png	813	Fightinium Z	canonical	Pokemon item
814.png	0814_Poisonium_Z.png	814	Poisonium Z	canonical	Pokemon item
815.png	0815_Groundium_Z.png	815	Groundium Z	canonical	Pokemon item
816.png	0816_Flyinium_Z.png	816	Flyinium Z	canonical	Pokemon item
817.png	0817_Psychium_Z.png	817	Psychium Z	canonical	Pokemon item
818.png	0818_Buginium_Z.png	818	Buginium Z	canonical	Pokemon item
819.png	0819_Rockium_Z.png	819	Rockium Z	canonical	Pokemon item
820.png	0820_Ghostium_Z.png	820	Ghostium Z	canonical	Pokemon item
821.png	0821_Dragonium_Z.png	821	Dragonium Z	canonical	Pokemon item
822.png	0822_Darkinium_Z.png	822	Darkinium Z	canonical	Pokemon item
823.png	0823_Steelium_Z.png	823	Steelium Z	canonical	Pokemon item
824.png	0824_Fairium_Z.png	824	Fairium Z	canonical	Pokemon item
825.png	0825_Pikanium_Z.png	825	Pikanium Z	canonical	Pokemon item
826.png	0826_Decidium_Z.png	826	Decidium Z	canonical	Pokemon item
827.png	0827_Incinium_Z.png	827	Incinium Z	canonical	Pokemon item
828.png	0828_Primarium_Z.png	828	Primarium Z	canonical	Pokemon item
829.png	0829_Tapunium_Z.png	829	Tapunium Z	canonical	Pokemon item
830.png	0830_Marshadium_Z.png	830	Marshadium Z	canonical	Pokemon item
831.png	0831_Aloraichium_Z.png	831	Aloraichium Z	canonical	Pokemon item
832.png	0832_Snorlium_Z.png	832	Snorlium Z	canonical	Pokemon item
833.png	0833_Eevium_Z.png	833	Eevium Z	canonical	Pokemon item
834.png	0834_Mewnium_Z.png	834	Mewnium Z	canonical	Pokemon item
835.png	0835_Pikashunium_Z.png	835	Pikashunium Z	canonical	Pokemon item
836.png	0836_Pikashunium_Z.png	836	Pikashunium Z	canonical	Pokemon item
839.png	0839_Unused_Item_ID_839.png	839	Unused Item ID 839	unused/unnamed	Pokemon item
840.png	0840_Unused_Item_ID_840.png	840	Unused Item ID 840	unused/unnamed	Pokemon item
841.png	0841_Forage_Bag.png	841	Forage Bag	canonical	Pokemon item
842.png	0842_Fishing_Rod.png	842	Fishing Rod	canonical	Pokemon item
843.png	0843_Professors_Mask.png	843	Professor’s Mask	canonical	Pokemon item
844.png	0844_Festival_Ticket.png	844	Festival Ticket	canonical	Pokemon item
845.png	0845_Sparkling_Stone.png	845	Sparkling Stone	canonical	Pokemon item
846.png	0846_Adrenaline_Orb.png	846	Adrenaline Orb	canonical	Pokemon item
847.png	0847_Zygarde_Cube.png	847	Zygarde Cube	canonical	Pokemon item
848.png	0848_Unused_Item_ID_848.png	848	Unused Item ID 848	unused/unnamed	Pokemon item
849.png	0849_Ice_Stone.png	849	Ice Stone	canonical	Pokemon item
850.png	0850_Ride_Pager.png	850	Ride Pager	canonical	Pokemon item
851.png	0851_Beast_Ball.png	851	Beast Ball	canonical	Pokemon item
852.png	0852_Big_Malasada.png	852	Big Malasada	canonical	Pokemon item
853.png	0853_Red_Nectar.png	853	Red Nectar	canonical	Pokemon item
854.png	0854_Yellow_Nectar.png	854	Yellow Nectar	canonical	Pokemon item
855.png	0855_Pink_Nectar.png	855	Pink Nectar	canonical	Pokemon item
856.png	0856_Purple_Nectar.png	856	Purple Nectar	canonical	Pokemon item
857.png	0857_Sun_Flute.png	857	Sun Flute	canonical	Pokemon item
858.png	0858_Moon_Flute.png	858	Moon Flute	canonical	Pokemon item
859.png	0859_Unused_Item_ID_859.png	859	Unused Item ID 859	unused/unnamed	Pokemon item
860.png	0860_Enigmatic_Card.png	860	Enigmatic Card	canonical	Pokemon item
863.png	0863_Silver_Nanab_Berry.png	863	Silver Nanab Berry	canonical	Pokemon item
864.png	0864_Golden_Nanab_Berry.png	864	Golden Nanab Berry	canonical	Pokemon item
865.png	0865_Silver_Pinap_Berry.png	865	Silver Pinap Berry	canonical	Pokemon item
866.png	0866_Golden_Pinap_Berry.png	866	Golden Pinap Berry	canonical	Pokemon item
879.png	0879_Terrain_Extender.png	879	Terrain Extender	canonical	Pokemon item
880.png	0880_Protective_Pads.png	880	Protective Pads	canonical	Pokemon item
881.png	0881_Electric_Seed.png	881	Electric Seed	canonical	Pokemon item
882.png	0882_Psychic_Seed.png	882	Psychic Seed	canonical	Pokemon item
883.png	0883_Misty_Seed.png	883	Misty Seed	canonical	Pokemon item
884.png	0884_Grassy_Seed.png	884	Grassy Seed	canonical	Pokemon item
904.png	0904_Fighting_Memory.png	904	Fighting Memory	canonical	Pokemon item
905.png	0905_Flying_Memory.png	905	Flying Memory	canonical	Pokemon item
906.png	0906_Poison_Memory.png	906	Poison Memory	canonical	Pokemon item
907.png	0907_Ground_Memory.png	907	Ground Memory	canonical	Pokemon item
908.png	0908_Rock_Memory.png	908	Rock Memory	canonical	Pokemon item
909.png	0909_Bug_Memory.png	909	Bug Memory	canonical	Pokemon item
910.png	0910_Ghost_Memory.png	910	Ghost Memory	canonical	Pokemon item
911.png	0911_Steel_Memory.png	911	Steel Memory	canonical	Pokemon item
912.png	0912_Fire_Memory.png	912	Fire Memory	canonical	Pokemon item
913.png	0913_Water_Memory.png	913	Water Memory	canonical	Pokemon item
914.png	0914_Grass_Memory.png	914	Grass Memory	canonical	Pokemon item
915.png	0915_Electric_Memory.png	915	Electric Memory	canonical	Pokemon item
916.png	0916_Psychic_Memory.png	916	Psychic Memory	canonical	Pokemon item
917.png	0917_Ice_Memory.png	917	Ice Memory	canonical	Pokemon item
918.png	0918_Dragon_Memory.png	918	Dragon Memory	canonical	Pokemon item
919.png	0919_Dark_Memory.png	919	Dark Memory	canonical	Pokemon item
920.png	0920_Fairy_Memory.png	920	Fairy Memory	canonical	Pokemon item
1112.png	1112_Clover_Sweet.png	1112	Clover Sweet	canonical	Pokemon item
1113.png	1113_Flower_Sweet.png	1113	Flower Sweet	canonical	Pokemon item
1114.png	1114_Star_Sweet.png	1114	Star Sweet	canonical	Pokemon item
1115.png	1115_Ribbon_Sweet.png	1115	Ribbon Sweet	canonical	Pokemon item
1116.png	1116_Sweet_Apple.png	1116	Sweet Apple	canonical	Pokemon item
1117.png	1117_Tart_Apple.png	1117	Tart Apple	canonical	Pokemon item
1118.png	1118_Throat_Spray.png	1118	Throat Spray	canonical	Pokemon item
1119.png	1119_Eject_Pack.png	1119	Eject Pack	canonical	Pokemon item
1120.png	1120_Heavy-Duty_Boots.png	1120	Heavy-Duty Boots	canonical	Pokemon item
1121.png	1121_Blunder_Policy.png	1121	Blunder Policy	canonical	Pokemon item
1122.png	1122_Room_Service.png	1122	Room Service	canonical	Pokemon item
1123.png	1123_Utility_Umbrella.png	1123	Utility Umbrella	canonical	Pokemon item
1124.png	1124_Exp_Candy_XS.png	1124	Exp. Candy XS	canonical	Pokemon item
1125.png	1125_Exp_Candy_S.png	1125	Exp. Candy S	canonical	Pokemon item
1126.png	1126_Exp_Candy_M.png	1126	Exp. Candy M	canonical	Pokemon item
1127.png	1127_Exp_Candy_L.png	1127	Exp. Candy L	canonical	Pokemon item
1128.png	1128_Exp_Candy_XL.png	1128	Exp. Candy XL	canonical	Pokemon item
1129.png	1129_Dynamax_Candy.png	1129	Dynamax Candy	canonical	Pokemon item
1130.png	1130_TR00.png	1130	TR00	canonical	Pokemon item
1131.png	1131_TR01.png	1131	TR01	canonical	Pokemon item
1132.png	1132_TR02.png	1132	TR02	canonical	Pokemon item
1133.png	1133_TR03.png	1133	TR03	canonical	Pokemon item
1134.png	1134_TR04.png	1134	TR04	canonical	Pokemon item
1135.png	1135_TR05.png	1135	TR05	canonical	Pokemon item
1136.png	1136_TR06.png	1136	TR06	canonical	Pokemon item
1137.png	1137_TR07.png	1137	TR07	canonical	Pokemon item
1138.png	1138_TR08.png	1138	TR08	canonical	Pokemon item
1139.png	1139_TR09.png	1139	TR09	canonical	Pokemon item
1140.png	1140_TR10.png	1140	TR10	canonical	Pokemon item
1141.png	1141_TR11.png	1141	TR11	canonical	Pokemon item
1142.png	1142_TR12.png	1142	TR12	canonical	Pokemon item
1143.png	1143_TR13.png	1143	TR13	canonical	Pokemon item
1144.png	1144_TR14.png	1144	TR14	canonical	Pokemon item
1145.png	1145_TR15.png	1145	TR15	canonical	Pokemon item
1146.png	1146_TR16.png	1146	TR16	canonical	Pokemon item
1147.png	1147_TR17.png	1147	TR17	canonical	Pokemon item
1148.png	1148_TR18.png	1148	TR18	canonical	Pokemon item
1149.png	1149_TR19.png	1149	TR19	canonical	Pokemon item
1150.png	1150_TR20.png	1150	TR20	canonical	Pokemon item
game.png	UI_Game_Poke_Ball.png		UI Game Poké Ball	UI icon	UI
return.png	UI_Return_Back.png		UI Return / Back	UI icon	UI
